Character,Race,Words,Gender
Denethor,Man,40,Male
Gandalf,Wizard,81,Male
Gondor Man,Man,19,Male
Gothmog,Orc,46,Male
Irolas,Man,7,Male
Orc,Orc,25,Male
Pippin,Hobbit,15,Male
