Character,Race,Words,Gender
Aragorn,Man,18,Male
Eomer,Man,21,Male
Eowyn,Man,36,Female
Gamling,Man,4,Male
Gimli,Dwarf,15,Male
Legolas,Elf,19,Male
Merry,Hobbit,16,Male
Rohan Warrior,Man,3,Male
Theoden,Man,73,Male
