Character,Race,Words,Gender
Aragorn,Man,42,Male
Eowyn,Man,32,Female
Gamling,Man,18,Male
Gimli,Dwarf,20,Male
Legolas,Elf,9,Male
Rohan Warrior,Man,20,Male
Theoden,Man,16,Male
