Character,Race,Words,Gender
Aragorn,Man,20,Male
Eomer,Man,4,Male
Eowyn,Man,8,Female
Gandalf,Wizard,15,Male
Gimli,Dwarf,40,Male
Legolas,Elf,21,Male
Merry,Hobbit,78,Male
Pippin,Hobbit,73,Male
Rohan Warrior,Man,1,Male
Theoden,Man,52,Male
