Character,Race,Words,Gender
Aragorn,Man,31,Male
Boromir,Man,31,Male
Frodo,Hobbit,30,Male
Gandalf,Wizard,202,Male
Gimli,Dwarf,52,Male
Legolas,Elf,7,Male
Merry,Hobbit,9,Male
Pippin,Hobbit,11,Male
Sam,Hobbit,7,Male
