Character,Race,Words,Gender
Aragorn,Man,22,Male
Boromir,Man,5,Male
Frodo,Hobbit,8,Male
Gandalf,Wizard,89,Male
Gimli,Dwarf,37,Male
Legolas,Elf,8,Male
Sam,Hobbit,13,Male
