Character,Race,Words,Gender
Frodo,Hobbit,39,Male
Gandalf,Wizard,349,Male
Gimli,Dwarf,6,Male
Merry,Hobbit,8,Male
Pippin,Hobbit,10,Male
Sam,Hobbit,7,Male
