Character,Race,Words,Gender
Aragorn,Man,26,Male
Boromir,Man,27,Male
Galadriel,Elf,19,Female
Gimli,Dwarf,84,Male
Haldir,Elf,51,Male
Legolas,Elf,7,Male
Sam,Hobbit,2,Male
