Character,Race,Words,Gender
Aragorn,Man,12,Male
Boromir,Man,15,Male
Gandalf,Wizard,68,Male
Gimli,Dwarf,47,Male
Legolas,Elf,3,Male
Merry,Hobbit,17,Male
Pippin,Hobbit,10,Male
Sam,Hobbit,3,Male
