Character,Race,Words,Gender
Aragorn,Man,30,Male
Boromir,Man,61,Male
Frodo,Hobbit,6,Male
Gandalf,Wizard,18,Male
Gimli,Dwarf,19,Male
Legolas,Elf,8,Male
Saruman,Wizard,68,Male
