Character,Race,Words,Gender
Aragorn,Man,45,Male
Boromir,Man,17,Male
Frodo,Hobbit,4,Male
Gandalf,Wizard,83,Male
Gimli,Dwarf,7,Male
Legolas,Elf,4,Male
