Character,Race,Words,Gender
Aragorn,Man,2,Male
Boromir,Man,2,Male
Legolas,Elf,6,Male
Lurtz,Orc,6,Male
Merry,Hobbit,18,Male
Pippin,Hobbit,17,Male
Sam,Hobbit,2,Male
