Character,Race,Words,Gender
Bilbo,Hobbit,36,Male
Elrond,Elf,5,Male
Frodo,Hobbit,107,Male
Gandalf,Wizard,104,Male
Sam,Hobbit,63,Male
Saruman,Wizard,33,Male
