Character,Race,Words,Gender
Aragorn,Man,16,Male
Boromir,Man,149,Male
Celeborn,Elf,61,Male
Galadriel,Elf,135,Female
Haldir,Elf,19,Male
Legolas,Elf,41,Male
Merry,Hobbit,6,Male
Sam,Hobbit,49,Male
