Character,Race,Words,Gender
Aragorn,Man,76,Male
Frodo,Hobbit,68,Male
Gatekeeper,Man,38,Male
Innkeeper,Man,76,Male
Man,Man,13,Male
Merry,Hobbit,6,Male
Pippin,Hobbit,39,Male
Sam,Hobbit,30,Male
Voice Of The Ring,Wizard,19,Male
