Character,Race,Words,Gender
Aragorn,Man,13,Male
Celeborn,Elf,99,Male
Galadriel,Elf,166,Female
Gimli,Dwarf,81,Male
Legolas,Elf,20,Male
Merry,Hobbit,5,Male
Pippin,Hobbit,1,Male
Sam,Hobbit,13,Male
