Character,Race,Words,Gender
Aragorn,Man,9,Male
Eowyn,Man,10,Female
Gamling,Man,5,Male
Gimli,Dwarf,45,Male
Hama,Man,3,Male
Legolas,Elf,5,Male
Snaga,Orc,10,Male
Theoden,Man,50,Male
