Character,Race,Words,Gender
Aragorn,Man,73,Male
Eomer,Man,6,Male
Gamling,Man,20,Male
Gandalf,Wizard,21,Male
Gimli,Dwarf,5,Male
Rohan Maiden,Man,7,Female
Theoden,Man,63,Male
