Character,Race,Words,Gender
Eowyn,Man,22,Female
Freda,Man,1,Female
Gamling,Man,14,Male
Gimli,Dwarf,4,Male
Morwen,Man,2,Male
Rohan Maiden,Man,15,Female
Rohan Warrior,Man,22,Male
Theoden,Man,49,Male
