Character,Race,Words,Gender
Aragorn,Man,31,Male
Gamling,Man,6,Male
Gimli,Dwarf,34,Male
Legolas,Elf,1,Male
Rohan Warrior,Man,22,Male
Theoden,Man,58,Male
