Character,Race,Words,Gender
Aragorn,Man,18,Male
Gamling,Man,1,Male
Gimli,Dwarf,50,Male
Legolas,Elf,37,Male
Rohan Warrior,Man,1,Male
Theoden,Man,7,Male
