Character,Race,Words,Gender
Grishnakh,Orc,44,Male
Legolas,Elf,10,Male
Merry,Hobbit,68,Male
Orc,Orc,20,Male
Pippin,Hobbit,14,Male
Ugluk,Orc,33,Male
Uruk-hai,Orc,13,Male
