Character,Race,Words,Gender
Aragorn,Man,18,Male
Eowyn,Man,28,Female
Gandalf,Wizard,151,Male
Gimli,Dwarf,15,Male
Grima Wormtongue,Man,166,Male
Hama,Man,21,Male
Theoden,Man,56,Male
